,science,name,birth_place,death_place,birth_date,death_date,age,works,link
23,Экономисты,Евгений Фёдорович Авдокушин,Москва СССР,,1945-12-28,,74.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D0%B4%D0%BE%D0%BA%D1%83%D1%88%D0%B8%D0%BD,_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
24,Экономисты,Пётр Олегович Авен,РСФСР Москва СССР,,1955-03-16,,64.0,3,"https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D0%B5%D0%BD,_%D0%9F%D1%91%D1%82%D1%80_%D0%9E%D0%BB%D0%B5%D0%B3%D0%BE%D0%B2%D0%B8%D1%87"
25,Экономисты,Анатолий Авидзба,СССР ССР Куланырхуа АССР Грузинская Абхазская,,1951-02-10,,68.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D0%B8%D0%B4%D0%B7%D0%B1%D0%B0,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%9C%D0%BA%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
26,Экономисты,Румен Любенов Аврамов,Париж Франция,,1953-04-18,,66.0,8,"https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D1%80%D0%B0%D0%BC%D0%BE%D0%B2,_%D0%A0%D1%83%D0%BC%D0%B5%D0%BD_%D0%9B%D1%8E%D0%B1%D0%B5%D0%BD%D0%BE%D0%B2"
27,Экономисты,Драгослав Аврамович,Округ Королевство Скопский,Мэриленд США Роквилл,1919-10-14,2001-02-26,81.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D1%80%D0%B0%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,_%D0%94%D1%80%D0%B0%D0%B3%D0%BE%D1%81%D0%BB%D0%B0%D0%B2"
28,Экономисты,Владимир Сергеевич Автономов,Москва СССР,,1955-02-26,,64.0,8,"https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D1%82%D0%BE%D0%BD%D0%BE%D0%BC%D0%BE%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
29,Экономисты,Пурли Нурмамедович Агамурадов,Ашхабад,,1962,,58.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B3%D0%B0%D0%BC%D1%83%D1%80%D0%B0%D0%B4%D0%BE%D0%B2,_%D0%9F%D1%83%D1%80%D0%BB%D0%B8"
30,Экономисты,Абел Гезевич Аганбегян,Тифлис СССР,,1932,,88.0,29,"https://ru.wikipedia.org/wiki/%D0%90%D0%B3%D0%B0%D0%BD%D0%B1%D0%B5%D0%B3%D1%8F%D0%BD,_%D0%90%D0%B1%D0%B5%D0%BB_%D0%93%D0%B5%D0%B7%D0%B5%D0%B2%D0%B8%D1%87"
31,Экономисты,Галина Александровна Аглямова,СССР,,1961,,59.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B3%D0%BB%D1%8F%D0%BC%D0%BE%D0%B2%D0%B0,_%D0%93%D0%B0%D0%BB%D0%B8%D0%BD%D0%B0_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%BD%D0%B0"
32,Экономисты,Николай Агурбаш,Район СССР область ССР Ялта Першотравневый Сталинская Украинская,,1954-05-25,,65.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B3%D1%83%D1%80%D0%B1%D0%B0%D1%88,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
