,science,name,birth_place,death_place,birth_date,death_date,works,link
0,Математики,Бруно Абаканович,Виленская империя Российская Вилькомир губерния,Сен-Мор-де-Фоссе Париж,1852,1900-08-29,8,"https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D0%B0%D0%BA%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,_%D0%91%D1%80%D1%83%D0%BD%D0%BE"
1,Математики,Нильс Хенрик Абель,Датско-норвежская Ругаланн уния Норвегия Финнёй,Эуст-Агдер Фроланн Норвегия,1802-08-05,1829-04-06,19,"https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D0%B5%D0%BB%D1%8C,_%D0%9D%D0%B8%D0%BB%D1%8C%D1%81_%D0%A5%D0%B5%D0%BD%D1%80%D0%B8%D0%BA"
2,Математики,Александр Александрович Абрамов,СССР Москва,Россия Москва,1926-02-14,2019-01-10,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%80%D0%B0%D0%BC%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA)"
3,Математики,Александр Михайлович Абрамов,Астрахань,Москва,1946,2015-05-24,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%80%D0%B0%D0%BC%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA)"
4,Математики,Сергей Александрович Абрамов,Тушино СССР,,1946-04-11,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%80%D0%B0%D0%BC%D0%BE%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA)"
5,Математики,Сергей Михайлович Абрамов,Москва,,1957-03-25,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%80%D0%B0%D0%BC%D0%BE%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87_(%D1%83%D1%87%D1%91%D0%BD%D1%8B%D0%B9)"
6,Математики,Виктор Александрович Абрашкин,,,1950-09-06,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%80%D0%B0%D1%88%D0%BA%D0%B8%D0%BD,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
7,Математики,Александр Викторович Абросимов,СССР РСФСР Куйбышев,Нижний Новгород Россия,1948-11-16,2011-06-20,33,"https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%80%D0%BE%D1%81%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
8,Математики,Абу Джафар ибн Хаббаш,,,,,0,https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%83_%D0%94%D0%B6%D0%B0%D1%84%D0%B0%D1%80_%D0%B8%D0%B1%D0%BD_%D0%A5%D0%B0%D0%B1%D0%B0%D1%88
9,Математики,Абу Камил,Предп. Египет,Неизвестно,850,930,0,https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%83_%D0%9A%D0%B0%D0%BC%D0%B8%D0%BB
10,Математики,Абу Махмуд Хамид ибн ал-Хызр ал-Ходжанди,Ходжент Саманидское Таджикистан государство,Ходжент Саманидское Таджикистан государство,940,1000,0,https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%83_%D0%9C%D0%B0%D1%85%D0%BC%D1%83%D0%B4_%D0%B0%D0%BB%D1%8C-%D0%A5%D0%BE%D0%B4%D0%B6%D0%B0%D0%BD%D0%B4%D0%B8
11,Математики,"Абу Машар (Альбумасар, Альбумазар)",Балх,Васит,787,886,4,https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%83_%D0%9C%D0%B0%D1%88%D0%B0%D1%80_%D0%B0%D0%BB%D1%8C-%D0%91%D0%B0%D0%BB%D1%85%D0%B8
12,Математики,Абуль-Вафа аль-Бузджани,Бузган,Багдад,0940-06-10,998,0,https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%83-%D0%BB%D1%8C-%D0%92%D0%B0%D1%84%D0%B0_%D0%B0%D0%BB%D1%8C-%D0%91%D1%83%D0%B7%D0%B4%D0%B6%D0%B0%D0%BD%D0%B8
13,Математики,Абу-с-Салт Умайя ибн Абд ал-Азиз ибн Аби-с-Салт ал-Дани ал-Андалуси,Дения Испания,Беджая Алжир,1068,1134-10-23,0,https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%83-%D1%81-%D0%A1%D0%B0%D0%BB%D1%82
14,Математики,Асир ад-Дин ал-Муфаддал ибн Умар ал-Абхари,Абхар,Персия Азербайджан Шебестер Шебестер Восточный,1200,1264,0,https://ru.wikipedia.org/wiki/%D0%90%D1%81%D0%B8%D1%80%D1%83%D0%B4%D0%B4%D0%B8%D0%BD_%D0%B0%D0%BB%D1%8C-%D0%90%D0%B1%D1%85%D0%B0%D1%80%D0%B8
15,Математики,Николай Яковлевич Авдеев,Империя Российская Дарганов Саратовская губерния,Ростов-на-Дону Россия,1912-12-15,1996-02-22,22,"https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D0%B4%D0%B5%D0%B5%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%B8%D1%87"
16,Математики,Арутюн Ишханович Аветисян,Абхазской АССР Эшера района Сухумского Верхняя,,1971-03-19,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D0%B5%D1%82%D0%B8%D1%81%D1%8F%D0%BD,_%D0%90%D1%80%D1%83%D1%82%D1%8E%D0%BD_%D0%98%D1%88%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
17,Математики,Артур Авила,Рио-де-Жанейро Бразилия,,1979-06-29,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D0%B8%D0%BB%D0%B0,_%D0%90%D1%80%D1%82%D1%83%D1%80"
18,Математики,Авраам бар-Хия,Барселона Испания,Прованс,1070,1136,24,https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D1%80%D0%B0%D0%B0%D0%BC_%D0%B1%D0%B0%D1%80-%D0%A5%D0%B8%D1%8F
19,Математики,Автолик из Питаны,Шандарлы Дикили Питана Измир Турция,Шандарлы Дикили Питана Измир Турция,360,290,5,https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D1%82%D0%BE%D0%BB%D0%B8%D0%BA_%D0%B8%D0%B7_%D0%9F%D0%B8%D1%82%D0%B0%D0%BD%D1%8B
20,Математики,Всеволод Георгиевич Агаков,Ядринский СССР РСФСР Чувашская АССР Сеткасы район,,1949,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B3%D0%B0%D0%BA%D0%BE%D0%B2,_%D0%92%D1%81%D0%B5%D0%B2%D0%BE%D0%BB%D0%BE%D0%B4_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
21,Математики,Назар Хангельдыевич Агаханов,СССР Ашхабад ССР Туркменская,,1954-06-25,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B3%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%9D%D0%B0%D0%B7%D0%B0%D1%80_%D0%A5%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D1%8C%D0%B4%D1%8B%D0%B5%D0%B2%D0%B8%D1%87"
22,Математики,Агокас Сергей Викторович,Владимирская империя Российская Судогда губерния,Калинин СССР РСФСР,1873-09-04,1937-04-02,10,"https://ru.wikipedia.org/wiki/%D0%90%D0%B3%D0%BE%D0%BA%D0%B0%D1%81,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
23,Математики,Ян Агол,Голливуд США Калифорния Лос-Анджелес,,1970-05-13,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B3%D0%BE%D0%BB,_%D0%AF%D0%BD"
24,Математики,Михаил Семёнович Агранович,СССР Москва,Федерация Москва Российская,1931,2017-02-14,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B3%D1%80%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%A1%D0%B5%D0%BC%D1%91%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
25,Математики,Андрей Александрович Аграчев,Москва,,1952-03-29,,6,"https://ru.wikipedia.org/wiki/%D0%90%D0%B3%D1%80%D0%B0%D1%87%D0%B5%D0%B2,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
26,Математики,Жак Адамар,Франция Версаль,Париж Франция,1865,1963-10-17,6,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B0%D0%BC%D0%B0%D1%80,_%D0%96%D0%B0%D0%BA"
27,Математики,Джон Куч Адамс,Лейнаст Корнуолл Великобритания,Кембридж Великобритания Англия,1819-06-05,1892-01-21,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B0%D0%BC%D1%81,_%D0%94%D0%B6%D0%BE%D0%BD_%D0%9A%D1%83%D1%87"
28,Математики,Джон Фрэнк Адамс,Большой Лондон Англия Великобритания Вулидж,Брэмптон Кембриджшир,1930-11-05,1989-01-07,5,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B0%D0%BC%D1%81,_%D0%94%D0%B6%D0%BE%D0%BD_%D0%A4%D1%80%D1%8D%D0%BD%D0%BA"
29,Математики,Вадим Мовсесович Адамян,Украинская СССР Одесса ССР,,1938-12-02,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B0%D0%BC%D1%8F%D0%BD,_%D0%92%D0%B0%D0%B4%D0%B8%D0%BC_%D0%9C%D0%BE%D0%B2%D1%81%D0%B5%D1%81%D0%BE%D0%B2%D0%B8%D1%87"
30,Математики,Георгий МаксимовичАдельсон-Вельский,Самара РСФСР,Гиватаим Израиль,1922-01-08,2014-04-26,2,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B5%D0%BB%D1%8C%D1%81%D0%BE%D0%BD-%D0%92%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87"
31,Математики,Альфонс Жозеф Адемар,Париж,Париж,1797,1862,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B5%D0%BC%D0%B0%D1%80,_%D0%90%D0%BB%D1%8C%D1%84%D0%BE%D0%BD%D1%81_%D0%96%D0%BE%D0%B7%D0%B5%D1%84"
32,Математики,Сергей Иванович Адян,СССР ССР ЗСФСР Кушчинский Азербайджанская Дашкесанский район,,1931-01-01,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D1%8F%D0%BD,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
33,Математики,Николай Викторович Азбелев,РСФСР Базлово уезд Псковская Великолукский губерния,Россия Пермь,1922-04-15,2006,1,"https://ru.wikipedia.org/wiki/%D0%90%D0%B7%D0%B1%D0%B5%D0%BB%D0%B5%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
34,Математики,Джеймс Айвори,Данди,Лондон Великобритания,1765-02-17,1842-09-21,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%B2%D0%BE%D1%80%D0%B8,_%D0%94%D0%B6%D0%B5%D0%B9%D0%BC%D1%81_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA)"
35,Математики,Мартин Айгнер,Линц Австрия,,1942-02-28,,3,"https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%B3%D0%BD%D0%B5%D1%80,_%D0%9C%D0%B0%D1%80%D1%82%D0%B8%D0%BD"
36,Математики,Айда Ясуаки,Япония нынешней Ямагата префектуры,Япония Токио,1747-02-10,1817-12-04,7,https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%B4%D0%B0_%D0%AF%D1%81%D1%83%D0%B0%D0%BA%D0%B8
37,Математики,Майер Айдельгайт,Львовская Янов Яворовский Украина район область,Львовская Янов Яворовский Украина район область,1910-07-16,1943,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%B4%D0%B5%D0%BB%D1%8C%D0%B3%D0%B0%D0%B9%D1%82,_%D0%9C%D0%B0%D0%B9%D0%B5%D1%80"
38,Математики,Руфус Филипп Айзекс,США Нью-Йорк,США Нью-Йорк,1914-06-11,1981-01-18,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%B7%D0%B5%D0%BA%D1%81,_%D0%A0%D1%83%D1%84%D1%83%D1%81_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA)"
39,Математики,Клавдио Акиллини,Болонья,Болонья,1574-09-18,1640,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%B8%D0%BB%D0%BB%D0%B8%D0%BD%D0%B8,_%D0%9A%D0%BB%D0%B0%D0%B2%D0%B4%D0%B8%D0%BE"
40,Математики,Глеб Павлович Акилов,Петроградская РСФСР Новая Ладога губерния,СССР РСФСР Новосибирск,1921-01-24,1986-09-02,4,"https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%B8%D0%BB%D0%BE%D0%B2,_%D0%93%D0%BB%D0%B5%D0%B1_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
41,Математики,Вильгельм Аккерман,Германская империя Хершайд,ФРГ Северный Арнсберг Люденшайд Рейн-Вестфалия,1896-03-29,1962-12-24,1,"https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%BA%D0%B5%D1%80%D0%BC%D0%B0%D0%BD,_%D0%92%D0%B8%D0%BB%D1%8C%D0%B3%D0%B5%D0%BB%D1%8C%D0%BC"
42,Математики,Израиль Яковлевич Акушский,Империя Екатеринослав Российская,Россия Москва,1911-07-30,1992-04-02,11,"https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D1%83%D1%88%D1%81%D0%BA%D0%B8%D0%B9,_%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C_%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%B8%D1%87"
43,Математики,Леонидас Алаоглу,Ред-Дир Канада,США Лос-Анджелес,1914-03-19,1981,8,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B0%D0%BE%D0%B3%D0%BB%D1%83,_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4%D0%B0%D1%81"
44,Математики,Джеймс Уэдделл Александер,Брайт США Нью-Джерси Си,Нью-Джерси США Принстон,1888-09-19,1971-09-23,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D0%B5%D1%80,_%D0%94%D0%B6%D0%B5%D0%B9%D0%BC%D1%81"
45,Математики,Александр Данилович Александров,Империя Волынь Рязанская деревня Рязанский Российская уезд губерния,Санкт-Петербург Россия,1912,1999-07-27,7,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%94%D0%B0%D0%BD%D0%B8%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
46,Математики,Иван Иванович Александров,Империя Владимир Российская,РСФСР Москва,1856-12-25,1919-12-19,28,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2,_%D0%98%D0%B2%D0%B0%D0%BD_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA)"
47,Математики,Павел Сергеевич Александров,Московская империя Российская Богородск губерния,СССР Москва,1896,1982-11-16,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2,_%D0%9F%D0%B0%D0%B2%D0%B5%D0%BB_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
48,Математики,Рафаэль Арамович Александрян,ЗСФСР Александраполь СССР,СССР Армянская ССР Ереван,1923-03-29,1988-03-22,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D1%8F%D0%BD,_%D0%A0%D0%B0%D1%84%D0%B0%D1%8D%D0%BB%D1%8C_%D0%90%D1%80%D0%B0%D0%BC%D0%BE%D0%B2%D0%B8%D1%87"
49,Математики,Алексеев Анатолий Арсениевич,СССР РСФСР АССР Уфа Башкирская,,1936-03-22,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%90%D1%80%D1%81%D0%B5%D0%BD%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
50,Математики,Владимир Михайлович Алексеев,Московская РСФСР СССР Быково Раменский район область,СССР Москва,1932-06-17,1980,4,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
51,Математики,Георгий Андреевич Алексеев,,,1949-05-29,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA)"
52,Математики,Николай Николаевич Алексеев,Империя Москва Российская,Санкт-Петербург империя Российская,1827,1881,2,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA)"
53,Математики,Семён Викторович Алескер,Израиль,,1972-07-16,,1,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D1%81%D0%BA%D0%B5%D1%80,_%D0%A1%D0%B5%D0%BC%D1%91%D0%BD_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
54,Математики,Алескеров Фуад Тагиевич,ССР СССР Баку Азербайджанская,,1951-01-23,,10,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D1%81%D0%BA%D0%B5%D1%80%D0%BE%D0%B2,_%D0%A4%D1%83%D0%B0%D0%B4_%D0%A2%D0%B0%D0%B3%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
55,Математики,Станислав Владимирович Алёшин,Рязань РСФСР СССР,,1941-08-14,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%91%D1%88%D0%B8%D0%BD,_%D0%A1%D1%82%D0%B0%D0%BD%D0%B8%D1%81%D0%BB%D0%B0%D0%B2_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
56,Математики,Карл Аллендорфер,Миссури США Канзас-Сити,Миссури США Канзас-Сити,1911-04-04,1974-09-29,13,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%BB%D0%B5%D0%BD%D0%B4%D0%BE%D1%80%D1%84%D0%B5%D1%80,_%D0%9A%D0%B0%D1%80%D0%BB"
57,Математики,Нога Алон,Хайфа Израиль,,1956-02-17,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%BE%D0%BD,_%D0%9D%D0%BE%D0%B3%D0%B0"
58,Математики,Аль-Калкашанди,,,,,0,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%8C-%D0%9A%D0%B0%D0%BB%D0%BA%D0%B0%D1%88%D0%B0%D0%BD%D0%B4%D0%B8
59,Математики,Альберт Саксонский,Фельпке,Гарц Германия Хальберштадт Саксония-Анхальт,1316,1390,0,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%8C%D0%B1%D0%B5%D1%80%D1%82_%D0%A1%D0%B0%D0%BA%D1%81%D0%BE%D0%BD%D1%81%D0%BA%D0%B8%D0%B9
60,Математики,Абрахам Адриан Альберт,Чикаго США Иллинойс,Чикаго США Иллинойс,1905-11-09,1972-06-06,26,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%8C%D0%B1%D0%B5%D1%80%D1%82,_%D0%90%D0%B1%D1%80%D0%B0%D1%85%D0%B0%D0%BC_%D0%90%D0%B4%D1%80%D0%B8%D0%B0%D0%BD"
61,Математики,Владимир Янович Альбрехт,СССР РСФСР Москва,,1933-02-20,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%8C%D0%B1%D1%80%D0%B5%D1%85%D1%82,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%AF%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
62,Математики,Ларс Валериан Альфорс,Гельсингфорс,США,1907-04-18,1996-10-11,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%8C%D1%84%D0%BE%D1%80%D1%81,_%D0%9B%D0%B0%D1%80%D1%81"
63,Математики,Рубен Амбарцумян,СССР РСФСР Татарская Елабуга АССР,,1941-10-28,,22,"https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B1%D0%B0%D1%80%D1%86%D1%83%D0%BC%D1%8F%D0%BD,_%D0%A0%D1%83%D0%B1%D0%B5%D0%BD_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
64,Математики,Вильжан Мавлютинович Амербаев,СССР РСФСР Алматинская АССР Талды-Курган Казахская область,Москва Россия Зеленоград,1931-04-25,2014-12-14,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B5%D1%80%D0%B1%D0%B0%D0%B5%D0%B2,_%D0%92%D0%B8%D0%BB%D1%8C%D0%B6%D0%B0%D0%BD_%D0%9C%D0%B0%D0%B2%D0%BB%D1%8E%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
65,Математики,Баха ад-Дин Мухаммад ибн ал-Хусайн ал-Амили,Баальбек,Исфахан,1547,1622,0,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%85%D0%B0-%D0%B0%D0%B4-%D0%B4%D0%B8%D0%BD_%D0%B0%D0%BB%D1%8C-%D0%90%D0%BC%D0%B8%D0%BB%D0%B8
66,Математики,Гийом Амонтон,Париж,Париж,1663-08-31,1705-10-11,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%BD,_%D0%93%D0%B8%D0%B9%D0%BE%D0%BC"
67,Математики,Андре-Мари Ампер,Лион Франция Королевство,Марсель Франция Королевство,1775-01-20,1836-06-10,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%BF%D0%B5%D1%80,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5-%D0%9C%D0%B0%D1%80%D0%B8"
68,Математики,Анаксагор,Клазомены Измир Урла Турция,Лампсак Турция,500,428,0,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B0%D0%BA%D1%81%D0%B0%D0%B3%D0%BE%D1%80
69,Математики,Надежда Ангарская,Мирный СССР РСФСР,,1982-11-30,,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B3%D0%B0%D1%80%D1%81%D0%BA%D0%B0%D1%8F,_%D0%9D%D0%B0%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%BD%D0%B0"
70,Математики,Александр Андерсон,Абердин,Париж Королевство Франция,1582,1619,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D0%B5%D1%80%D1%81%D0%BE%D0%BD,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA)"
71,Математики,Андерсон Оскар Николаевич,Минск империя Российская,Мюнхен Германия,1887,1960-02-12,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D0%B5%D1%80%D1%81%D0%BE%D0%BD,_%D0%9E%D1%81%D0%BA%D0%B0%D1%80_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87"
