,science,name,birth_place,death_place,birth_date,death_date,age,works,link
25,Географы,Пауль Фридрих Август Ашерсон,Германский союз Берлин,Германская империя Берлин,1834,1913,79.0,48,"https://ru.wikipedia.org/wiki/%D0%90%D1%88%D0%B5%D1%80%D1%81%D0%BE%D0%BD,_%D0%9F%D0%B0%D1%83%D0%BB%D1%8C"
26,Географы,Вячеслав Леонидович Бабурин,Москва,,1951-05-31,,68.0,31,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B1%D1%83%D1%80%D0%B8%D0%BD,_%D0%92%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87"
27,Географы,Ян Бакалович,Каменец-Подольский Посполитая Речь,Варшава Посполитая Речь,1740,1794-11-04,54.0,0,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BA%D0%B0%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,_%D0%AF%D0%BD"
28,Географы,Пётр Яковлевич Бакланов,Район Фёдоровский СССР АССР Башкирская,,1946-07-05,,73.0,17,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BA%D0%BB%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%9F%D1%91%D1%82%D1%80_%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%B8%D1%87"
29,Географы,Антонио Бальдаччи,Папская Болонья область,Болонья Италия,1867,1950,83.0,1,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D1%8C%D0%B4%D0%B0%D1%87%D1%87%D0%B8,_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%B8%D0%BE"
30,Географы,Эвальд Банзе,Брауншвейг Германская империя,Саксония ФРГ Брауншвейг Нижняя,1883-05-23,1953-10-31,70.0,51,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D0%B7%D0%B5,_%D0%AD%D0%B2%D0%B0%D0%BB%D1%8C%D0%B4"
31,Географы,Лев Владимирович Баньковский,РСФСР край СССР Тетюхе Приморский,Пермь Россия,1938-07-10,2011-04-01,72.0,43,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D1%8C%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%9B%D0%B5%D0%B2_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
32,Географы,Степан Иванович Барановский,Капустино Ярославская губерния,Губерния империя Ялта Российская Таврическая,1818-01-04,1890,72.0,9,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
33,Географы,Николай Николаевич Баранский,Российская Томск империя,РСФСР Москва СССР,1881,1963-11-29,82.0,24,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87"
34,Географы,Александр Сергеевич Барков,Губерния Тульская империя Российская Епифанского уезда,РСФСР Москва,1873,1953-12-28,80.0,11,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%BA%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87_(%D0%B3%D0%B5%D0%BE%D0%B3%D1%80%D0%B0%D1%84)"
35,Географы,Стивен Барроу,Англия Девон,Англия Чатем,1525-09-25,1584-07-12,58.0,0,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D1%80%D0%BE%D1%83,_%D0%A1%D1%82%D0%B8%D0%B2%D0%B5%D0%BD"
36,Географы,Барышников Геннадий Яковлевич,Челябинская область Россия Копейск,,1945-09-23,,74.0,0,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D1%8B%D1%88%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2,_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D0%B8%D0%B9_%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%B8%D1%87"
37,Географы,Анна Баттимер,Манстер Ирландия Корк,Дублин Ирландия,1938-10-31,2017-07-15,78.0,15,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%82%D1%82%D0%B8%D0%BC%D0%B5%D1%80,_%D0%90%D0%BD%D0%BD%D0%B0"
38,Географы,Чарльз Тилстон Беке,Степни империя Англия Лондон Британская,Кент Бромли,1800-10-10,1874-07-31,73.0,0,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BA%D0%B5,_%D0%A7%D0%B0%D1%80%D0%BB%D1%8C%D0%B7_%D0%A2%D0%B8%D0%BB%D1%81%D1%82%D0%BE%D0%BD"
39,Географы,Лев Семёнович Берг,Бессарабская губерния империя Бендеры Российская,Ленинград СССР,1876,1950-12-24,74.0,19,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%80%D0%B3,_%D0%9B%D0%B5%D0%B2_%D0%A1%D0%B5%D0%BC%D1%91%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
40,Географы,Фёдор Фёдорович фон Берг,Шлосс-Загниц губерния империя Российская Лифляндская,Российская Санкт-Петербург империя,1794-05-15,1874,80.0,0,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%80%D0%B3,_%D0%A4%D1%91%D0%B4%D0%BE%D1%80_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
41,Географы,Николай Ильич Березин,Российская империя,Российская империя,1866,1938,72.0,0,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%80%D0%B5%D0%B7%D0%B8%D0%BD,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%98%D0%BB%D1%8C%D0%B8%D1%87"
42,Географы,Борис Мацкоевич Бероев,РСФСР Карельская СССР ССР Автономная Кемь,,1936-09-21,,83.0,1,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%80%D0%BE%D0%B5%D0%B2,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9C%D0%B0%D1%86%D0%BA%D0%BE%D0%B5%D0%B2%D0%B8%D1%87"
43,Географы,Роберт Бёртон,Лестершир,Оксфорд Королевство Англия,1577,1640-01-25,63.0,1,"https://ru.wikipedia.org/wiki/%D0%91%D1%91%D1%80%D1%82%D0%BE%D0%BD,_%D0%A0%D0%BE%D0%B1%D0%B5%D1%80%D1%82_(%D1%83%D1%87%D1%91%D0%BD%D1%8B%D0%B9)"
44,Географы,Виктория Расуловна Битюкова,СССР,,1965-04-14,,54.0,5,"https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D1%8E%D0%BA%D0%BE%D0%B2%D0%B0,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%A0%D0%B0%D1%81%D1%83%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0"
45,Географы,Жорж Эжен Шарль Бовизаж,Париж Франция,Франция Лион,1852-01-29,1925,73.0,35,"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B2%D0%B8%D0%B7%D0%B0%D0%B6,_%D0%96%D0%BE%D1%80%D0%B6_%D0%AD%D0%B6%D0%B5%D0%BD_%D0%A8%D0%B0%D1%80%D0%BB%D1%8C"
