,science,name,birth_place,death_place,birth_date,death_date,works,link
175,Психологи,Мария Карпова,Россия,Федерация Москва Российская,1977-12-26,2010,0,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%BF%D0%BE%D0%B2%D0%B0,_%D0%9C%D0%B0%D1%80%D0%B8%D1%8F_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%BD%D0%B0"
176,Психологи,"Карус, Фридрих Август",Баутцен,Лейпциг Королевство Саксония,1770,1807-02-06,0,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D1%83%D1%81,_%D0%A4%D1%80%D0%B8%D0%B4%D1%80%D0%B8%D1%85_%D0%90%D0%B2%D0%B3%D1%83%D1%81%D1%82"
177,Психологи,"Катаева-Венгер, Александра Абрамовна",СССР Харьков,Яффа Израиль,1923,2004,0,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D0%B5%D0%B2%D0%B0-%D0%92%D0%B5%D0%BD%D0%B3%D0%B5%D1%80,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%B0_%D0%90%D0%B1%D1%80%D0%B0%D0%BC%D0%BE%D0%B2%D0%BD%D0%B0"
178,Психологи,Густав Кафка,Вена,Вюрцбурга,1883-07-23,1953-02-12,0,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%84%D0%BA%D0%B0,_%D0%93%D1%83%D1%81%D1%82%D0%B0%D0%B2"
179,Психологи,Вольфганг Кёлер,Эстония империя Ревель Российская,США Нью-Гэмпшир,1887-01-21,1967-06-11,12,"https://ru.wikipedia.org/wiki/%D0%9A%D1%91%D0%BB%D0%B5%D1%80,_%D0%92%D0%BE%D0%BB%D1%8C%D1%84%D0%B3%D0%B0%D0%BD%D0%B3"
180,Психологи,Дэвид Генри Келлер,США Пенсильвания Филадельфия,США Страудсберг Пенсильвания Страудсберг,1880-12-23,1966-07-13,14,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BB%D0%BB%D0%B5%D1%80,_%D0%94%D1%8D%D0%B2%D0%B8%D0%B4_%D0%93%D0%B5%D0%BD%D1%80%D0%B8"
181,Психологи,Джордж Александер Келли,Шелдон США Айова,Мидлсекс Массачусетс США Уолтем,1905-04-28,1967,0,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BB%D0%BB%D0%B8,_%D0%94%D0%B6%D0%BE%D1%80%D0%B4%D0%B6_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80"
182,Психологи,Антон Кемпинский,Долина,Краков,1918-11-16,1972,13,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BC%D0%BF%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9,_%D0%90%D0%BD%D1%82%D0%BE%D0%BD"
183,Психологи,Отто Фридманн Кернберг,Вена,,1928-09-10,,3,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D1%80%D0%BD%D0%B1%D0%B5%D1%80%D0%B3,_%D0%9E%D1%82%D1%82%D0%BE"
184,Психологи,Реймонд Бернар Кеттел,Уэст-Мидлендс Ирландии и Соединённое Англия Великобритании королевство,Гонолулу США Гавайи,1905-03-20,1998,9,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D1%82%D1%82%D0%B5%D0%BB,_%D0%A0%D0%B5%D0%B9%D0%BC%D0%BE%D0%BD%D0%B4_%D0%91%D0%B5%D1%80%D0%BD%D0%B0%D1%80"
185,Психологи,Джеймс Маккин Кеттелл,Истон (Пенсильвания),Ланкастер,1860-05-25,1944-01-20,5,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D1%82%D1%82%D0%B5%D0%BB%D0%BB,_%D0%94%D0%B6%D0%B5%D0%B9%D0%BC%D1%81_%D0%9C%D0%B0%D0%BA%D0%BA%D0%B8%D0%BD"
186,Психологи,"Кирнарская, Дина Константиновна",,,,,5,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%80%D0%BD%D0%B0%D1%80%D1%81%D0%BA%D0%B0%D1%8F,_%D0%94%D0%B8%D0%BD%D0%B0_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0"
187,Психологи,Анна Кирьянова,СССР Свердловск РСФСР,,1969,,26,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%80%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0,_%D0%90%D0%BD%D0%BD%D0%B0_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0"
188,Психологи,Людвиг Клагес,Германия Ганновер,Цюрих Швейцария Кильхберг,1872-12-10,1956-06-29,9,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B0%D0%B3%D0%B5%D1%81,_%D0%9B%D1%8E%D0%B4%D0%B2%D0%B8%D0%B3"
189,Психологи,Эдуард Клапаред,Женева,Женева,1873-03-24,1940-09-29,1,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B0%D0%BF%D0%B0%D1%80%D0%B5%D0%B4,_%D0%AD%D0%B4%D1%83%D0%B0%D1%80%D0%B4"
190,Психологи,Людвиг Фердинанд Клаус (Клаусс),Оффенбург,Хупперт Таунус,1892,1974-01-13,5,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B0%D1%83%D1%81,_%D0%9B%D1%8E%D0%B4%D0%B2%D0%B8%D0%B3_%D0%A4%D0%B5%D1%80%D0%B4%D0%B8%D0%BD%D0%B0%D0%BD%D0%B4"
191,Психологи,Виктор Васильевич Клименко,СССР Харьковская Ахтырский ССР Украинская Ахтырка район область,,1935-12-09,,14,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
192,Психологи,Евгений Александрович Климов,Вятские СССР Нолинский Поляны РСФСР край округ Нижегородский,Россия Москва,1930-06-11,2014-05-31,48,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87_(%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3)"
193,Психологи,Мелани Кляйн,Вена,Лондон,1882-03-30,1960-09-22,32,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D1%8F%D0%B9%D0%BD,_%D0%9C%D0%B5%D0%BB%D0%B0%D0%BD%D0%B8"
194,Психологи,Александр Михайлович Князев,СССР РСФСР Горький,,1958,,11,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BD%D1%8F%D0%B7%D0%B5%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87_(%D0%BF%D0%B5%D0%B4%D0%B0%D0%B3%D0%BE%D0%B3)"
195,Психологи,Александр Григорьевич Ковалёв,Империя Российская Тульская Новосиль губерния,Империя Российская Тульская Новосиль губерния,1913-06-08,2004-06-21,12,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B2%D0%B0%D0%BB%D1%91%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
196,Психологи,Юрий Иванович Ковальчик,Украинская СССР ССР Львов,,1963-01-31,,0,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B2%D0%B0%D0%BB%D1%8C%D1%87%D0%B8%D0%BA,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
197,Психологи,Николай Иванович Козлов,Клепиковский РСФСР СССР сельское Аверькиево Рязанская поселение район область Тюковское,,1957-08-16,,0,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
198,Психологи,Яков Львович Коломинский,Наровля,Наровля,1934-01-11,2019-09-25,14,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%BE%D0%BC%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9,_%D0%AF%D0%BA%D0%BE%D0%B2_%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2%D0%B8%D1%87"
199,Психологи,Вера Александровна Кольцова,СССР Россия СССР Россия,СССР Россия СССР Россия,1947-06-27,2018,0,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D1%8C%D1%86%D0%BE%D0%B2%D0%B0,_%D0%92%D0%B5%D1%80%D0%B0_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%BD%D0%B0"
200,Психологи,Игорь Семёнович Кон,Ленинград,Россия Москва,1928-05-21,2011-04-27,53,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD,_%D0%98%D0%B3%D0%BE%D1%80%D1%8C_%D0%A1%D0%B5%D0%BC%D1%91%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
201,Психологи,Этьенн Бонно де Кондильяк,Гренобль,Божанси,1714-09-30,1780-08-03,0,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D0%B4%D0%B8%D0%BB%D1%8C%D1%8F%D0%BA,_%D0%AD%D1%82%D1%8C%D0%B5%D0%BD%D0%BD_%D0%91%D0%BE%D0%BD%D0%BD%D0%BE_%D0%B4%D0%B5"
202,Психологи,Корнилова Татьяна Васильевна,Майкоп,,1954-08-21,,13,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BD%D0%B8%D0%BB%D0%BE%D0%B2%D0%B0,_%D0%A2%D0%B0%D1%82%D1%8C%D1%8F%D0%BD%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0"
203,Психологи,Цезарь Петрович Короленко,Воеводство Полесское Брест-над-Бугом Польша,,1933,,31,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%A6%D0%B5%D0%B7%D0%B0%D1%80%D1%8C_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
204,Психологи,Майкл Коул,США Калифорния Лос-Анджелес,,1938-04-13,,277,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%83%D0%BB,_%D0%9C%D0%B0%D0%B9%D0%BA%D0%BB_(%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3)"
205,Психологи,Курт Коффка,Берлин империя Германская,Массачусетс Нортгемптон США,1886-03-18,1941-11-22,7,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%84%D1%84%D0%BA%D0%B0,_%D0%9A%D1%83%D1%80%D1%82"
206,Психологи,Эрнст Кречмер,Вюстенрот,Тюбинген,1888,1964,20,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B5%D1%87%D0%BC%D0%B5%D1%80,_%D0%AD%D1%80%D0%BD%D1%81%D1%82"
207,Психологи,Стэнли Криппнер,США Висконсин,,1932,,54,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D0%BF%D0%BF%D0%BD%D0%B5%D1%80,_%D0%A1%D1%82%D1%8D%D0%BD%D0%BB%D0%B8"
208,Психологи,Генри Кристал,Сосновец Польша,США Блумфид Мичиган Хиллз,1925-04-22,2015,5,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%B0%D0%BB,_%D0%93%D0%B5%D0%BD%D1%80%D0%B8"
209,Психологи,Ли Джозеф Кронбах,Фресно Калифорния,США Калифорния Санта-Клара Пало-Алто,1916-04-22,2001,1,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%BE%D0%BD%D0%B1%D0%B0%D1%85,_%D0%9B%D0%B8"
210,Психологи,Ян Кршесадло,Прага Чехословакия,Колчестер Англия Эссекс Великобритания Восточная Эссекс,1926-12-09,1995-08-13,6,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D1%88%D0%B5%D1%81%D0%B0%D0%B4%D0%BB%D0%BE,_%D0%AF%D0%BD"
211,Психологи,Владимир Товиевич Кудрявцев,СССР Москва,,1961-03-13,,15,"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%B4%D1%80%D1%8F%D0%B2%D1%86%D0%B5%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%A2%D0%BE%D0%B2%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
212,Психологи,Анна Кузнецова,СССР РСФСР Пенза,,1982-01-03,,0,"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D0%BD%D0%B5%D1%86%D0%BE%D0%B2%D0%B0,_%D0%90%D0%BD%D0%BD%D0%B0_%D0%AE%D1%80%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0"
213,Психологи,Купрейченко Алла Борисовна,УССР СССР Запорожье СССР,Россия Россия Москва,1962,2014,0,"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%BF%D1%80%D0%B5%D0%B9%D1%87%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%90%D0%BB%D0%BB%D0%B0_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%BD%D0%B0"
214,Психологи,Эмиль Куэ,Труа,Нанси,1857-02-26,1926-07-02,5,"https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%8D,_%D0%AD%D0%BC%D0%B8%D0%BB%D1%8C"
215,Психологи,Элизабет Кюблер-Росс,Цюрих Швейцария,Скотсдейл Аризона,1926-07-08,2004-08-24,4,"https://ru.wikipedia.org/wiki/%D0%9A%D1%8E%D0%B1%D0%BB%D0%B5%D1%80-%D0%A0%D0%BE%D1%81%D1%81,_%D0%AD%D0%BB%D0%B8%D0%B7%D0%B0%D0%B1%D0%B5%D1%82"
216,Психологи,Михаил Лабковский,СССР Москва,,1961-06-17,,1,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B1%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
217,Психологи,Лавикаукр. Любов Миколаївна Юнак,Киев Украина,,,,0,https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B2%D0%B8%D0%BA%D0%B0
218,Психологи,Валерий Семёнович Лазарев,СССР Москва,,1947-05-18,,0,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B7%D0%B0%D1%80%D0%B5%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%A1%D0%B5%D0%BC%D1%91%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
219,Психологи,Александр Фёдорович Лазурский,Переяслав,Санкт-Петербург,1874-04-12,1917-03-12,7,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B7%D1%83%D1%80%D1%81%D0%BA%D0%B8%D0%B9,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
220,Психологи,Марша М. Лайнен (Линехан),Талса США Оклахома,,1943,,7,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B9%D0%BD%D0%B5%D0%BD,_%D0%9C%D0%B0%D1%80%D1%88%D0%B0"
221,Психологи,Карл Георг Ланге,Вордингборг Дания,Копенгаген Дания,1834-12-04,1900-05-29,5,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BD%D0%B3%D0%B5,_%D0%9A%D0%B0%D1%80%D0%BB_%D0%93%D0%B5%D0%BE%D1%80%D0%B3"
222,Психологи,Николай Николаевич Ланге,Санкт-Петербург империя Российская,Украинская Одесса ССР,1858,1921-02-15,9,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BD%D0%B3%D0%B5,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87"
223,Психологи,Арнхильд Лаувенг,Норвегия,,1972-01-13,,3,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D1%83%D0%B2%D0%B5%D0%BD%D0%B3,_%D0%90%D1%80%D0%BD%D1%85%D0%B8%D0%BB%D1%8C%D0%B4"
224,Психологи,Мориц Лацарус,Чарнковско-Тшчанецкий воеводство Велень Польша повят Великопольское,Трентино Больцано — Альто-Адидже Мерано Италия,1824-09-15,1903-04-13,9,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D1%86%D0%B0%D1%80%D1%83%D1%81,_%D0%9C%D0%BE%D1%80%D0%B8%D1%86"
225,Психологи,Марина Михайловна Лебедева,СССР Москва,,1955-03-28,,1,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B1%D0%B5%D0%B4%D0%B5%D0%B2%D0%B0,_%D0%9C%D0%B0%D1%80%D0%B8%D0%BD%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0"
226,Психологи,Виктор Васильевич Лебединский,Москва,Москва,1927-06-19,2008-08-25,6,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B1%D0%B5%D0%B4%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
227,Психологи,Владимир Львович Леви,СССР Москва,,1938-11-18,,0,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2%D0%B8%D1%87"
228,Психологи,Курт Левин,Воеводство Польша Куявско-Поморское Могильно,(Массачусетс) Ньютон,1890-09-09,1947-02-12,3,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8%D0%BD,_%D0%9A%D1%83%D1%80%D1%82"
229,Психологи,Роза Левина,Империя Могилёвская Российская Орша губерния,СССР Москва,1908-02-25,1989,13,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8%D0%BD%D0%B0,_%D0%A0%D0%BE%D0%B7%D0%B0_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0"
230,Психологи,Моника Левински,Калифорния Сан-Франциско США,,1973-07-23,,0,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8%D0%BD%D1%81%D0%BA%D0%B8,_%D0%9C%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0"
231,Психологи,Дэниел Левинсон,США Нью-Йорк,США Коннектикут Нью-Хейвен,1920-05-28,1994-04-12,6,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8%D0%BD%D1%81%D0%BE%D0%BD,_%D0%94%D1%8D%D0%BD%D0%B8%D0%B5%D0%BB"
232,Психологи,Николай Дмитриевич Левитов,Раненбург,Москва,1890-04-17,1972-02-17,9,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8%D1%82%D0%BE%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
233,Психологи,Натан Семёнович Лейтес,Екатеринослав,Москва,1918-06-26,2013,13,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B9%D1%82%D0%B5%D1%81,_%D0%9D%D0%B0%D1%82%D0%B0%D0%BD_%D0%A1%D0%B5%D0%BC%D1%91%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
234,Психологи,Карл Леонгард,Германская империя Эдельсфельд,Берлин Восточный ГДР,1904-03-21,1988-04-23,1,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BE%D0%BD%D0%B3%D0%B0%D1%80%D0%B4,_%D0%9A%D0%B0%D1%80%D0%BB"
235,Психологи,Леонова Анна Борисовна,СССР Москва,,1949-02-12,,0,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BE%D0%BD%D0%BE%D0%B2%D0%B0,_%D0%90%D0%BD%D0%BD%D0%B0_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%BD%D0%B0"
236,Психологи,Алексей Алексеевич Леонтьев,Москва,Россия Москва,1936-01-14,2004-08-12,16,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BE%D0%BD%D1%82%D1%8C%D0%B5%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%B8%D1%87_(%D0%BB%D0%B8%D0%BD%D0%B3%D0%B2%D0%B8%D1%81%D1%82)"
237,Психологи,Алексей Николаевич Леонтьев,Империя Москва Российская,СССР РСФСР Москва,1903,1979-01-21,23,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BE%D0%BD%D1%82%D1%8C%D0%B5%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87"
238,Психологи,Леонтьев Дмитрий Алексеевич,СССР Москва,,1960-07-28,,350,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BE%D0%BD%D1%82%D1%8C%D0%B5%D0%B2,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
239,Психологи,Владимир Александрович Лефевр,СССР РСФСР Ленинград,,1936-09-22,,10,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D1%84%D0%B5%D0%B2%D1%80,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
240,Психологи,Бетти Лу Ливер,США,,1950-02-16,,0,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%B2%D0%B5%D1%80,_%D0%91%D0%B5%D1%82%D1%82%D0%B8_%D0%9B%D1%83"
241,Психологи,Ричард Линн,Бристоль Юго-Западная Англия Великобритания Эйвон,,1930-02-20,,0,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%BD%D0%BD,_%D0%A0%D0%B8%D1%87%D0%B0%D1%80%D0%B4"
242,Психологи,Теодор Липпс,Рейнланд-Пфальц Пфальц Вальхальбен Юго-западный,Германская Мюнхен империя,1851-07-28,1914-10-17,13,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%BF%D0%BF%D1%81,_%D0%A2%D0%B5%D0%BE%D0%B4%D0%BE%D1%80"
243,Психологи,Тимоти Фрэнсис Лири,США (Массачусетс) Спрингфилд,Калифорния Лос-Анджелес,1920-10-22,1996-05-31,13,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D1%80%D0%B8,_%D0%A2%D0%B8%D0%BC%D0%BE%D1%82%D0%B8"
244,Психологи,Мая Ивановна Лисина,Харьков,Москва,1929-04-20,1983,6,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D1%81%D0%B8%D0%BD%D0%B0,_%D0%9C%D0%B0%D1%8F_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0"
245,Психологи,Михаил Ефимович Литвак,СССР Ростов-на-Дону РСФСР,,1938-06-20,,0,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D1%82%D0%B2%D0%B0%D0%BA,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%95%D1%84%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87"
246,Психологи,Наталья Анатольевна Логинова,Алма-Ата,,1947-10-28,,7,"https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%B3%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0,_%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D1%8F_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0"
247,Психологи,Георгий Кириллов Лозанов,София Болгария,Болгария Сливен,1926-07-22,2012,15,"https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%B7%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9"
248,Психологи,Борис Фёдорович Ломов,Нижний Новгород,СССР Москва,1927-01-20,1989-07-11,21,"https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BC%D0%BE%D0%B2,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
249,Психологи,Владимир Иванович Лубовский,СССР Витебская БССР Витебск губерния,Россия Москва,1923-12-15,2017,13,"https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
250,Психологи,Григорий Демьянович Луков,,,1910,1968,4,"https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D0%BA%D0%BE%D0%B2,_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%B8%D0%B9_%D0%94%D0%B5%D0%BC%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
